,Sample,Replication,n,m,Hop,Neigbour Index,Original,TDA
4213,11,3,444,81,4,6,110941.27,14.33
4214,11,3,444,81,4,7,116500.55,35.48
4215,11,3,444,81,4,8,126634.06,4.56
4216,11,3,444,81,4,9,138143.55,4.39
4217,11,3,444,81,4,10,43262.31,4.18
4218,11,3,444,81,4,11,107222.1,5.17
4219,11,3,444,81,4,12,23595.97,14.81
4220,11,3,444,81,4,13,62514.27,1.89
4221,11,3,444,81,4,14,5541.22,4.78
4222,11,3,444,81,4,15,37686.29,3.92
4223,11,3,444,81,4,16,12776.98,4.17
4224,11,3,444,81,4,17,13140.96,10.26
4225,11,3,444,81,4,18,36238.49,4.34
4226,11,3,444,81,4,19,5532.86,15.01
4227,11,3,444,81,4,20,68686.31,9.61
4228,11,3,444,81,4,21,12164.65,1.81
4229,11,3,444,81,4,22,112744.41,16.75
4230,11,3,444,81,4,23,34662.83,14.07
4231,11,3,444,81,4,24,167497.62,24.65
4232,11,3,444,81,4,25,143412.59,12.24
4233,11,3,444,81,4,26,130132.89,5.89
4234,11,3,444,81,4,27,107877.24,27.74
4235,11,3,444,81,4,28,104145.21,26.99
4236,11,3,444,81,4,29,86103.34,8.14
4237,11,3,444,81,4,30,77751.24,8.11
4238,11,3,444,81,4,31,63814.97,5.87
4239,11,3,444,81,4,32,71849.15,17.73
4240,11,4,444,81,1,1,4739.48,37.36
4241,11,4,444,81,1,2,10149.37,24.65
4242,11,4,444,81,1,3,15414.84,5.07
4243,11,4,444,81,1,4,2361.39,23.22
4244,11,4,444,81,1,5,1640.54,11.55
4245,11,4,444,81,1,6,17947.49,9.24
4246,11,4,444,81,1,7,11728.32,5.39
4247,11,4,444,81,1,8,10233.69,8.85
4248,11,4,444,81,2,1,18547.59,12.84
4249,11,4,444,81,2,2,23145.27,9.0
4250,11,4,444,81,2,3,29840.98,36.02
4251,11,4,444,81,2,4,35742.03,13.18
4252,11,4,444,81,2,5,43533.63,18.03
4253,11,4,444,81,2,6,3519.65,2.43
4254,11,4,444,81,2,7,19087.97,4.91
4255,11,4,444,81,2,8,5279.45,7.47
4256,11,4,444,81,2,9,2628.75,11.67
4257,11,4,444,81,2,10,23365.88,5.81
4258,11,4,444,81,2,11,8139.31,27.62
4259,11,4,444,81,2,12,50273.27,26.86
4260,11,4,444,81,2,13,40520.3,12.87
4261,11,4,444,81,2,14,35932.05,9.84
4262,11,4,444,81,2,15,32967.85,3.17
4263,11,4,444,81,2,16,27058.44,94.28
4264,11,4,444,81,3,1,36910.04,68.45
4265,11,4,444,81,3,2,45357.35,17.68
4266,11,4,444,81,3,3,54172.88,3.46
4267,11,4,444,81,3,4,50118.9,19.29
4268,11,4,444,81,3,5,67462.26,11.36
4269,11,4,444,81,3,6,72773.06,80.07
4270,11,4,444,81,3,7,84844.95,6.26
4271,11,4,444,81,3,8,13306.0,3.17
4272,11,4,444,81,3,9,57753.64,15.48
4273,11,4,444,81,3,10,5213.27,15.75
4274,11,4,444,81,3,11,25199.04,7.04
4275,11,4,444,81,3,12,8799.95,20.21
4276,11,4,444,81,3,13,6443.45,6.11
4277,11,4,444,81,3,14,29032.48,6.28
4278,11,4,444,81,3,15,9342.88,57.67
4279,11,4,444,81,3,16,60909.6,11.22
4280,11,4,444,81,3,17,18755.18,239.45
4281,11,4,444,81,3,18,110742.02,12.2
4282,11,4,444,81,3,19,90719.17,14.63
4283,11,4,444,81,3,20,79784.14,4.54
4284,11,4,444,81,3,21,65059.75,18.7
4285,11,4,444,81,3,22,64445.67,4.17
4286,11,4,444,81,3,23,54160.89,5.1
4287,11,4,444,81,3,24,43638.69,3.04
4288,11,4,444,81,4,1,59166.76,16.71
4289,11,4,444,81,4,2,64193.14,12.06
4290,11,4,444,81,4,3,67167.54,4.55
4291,11,4,444,81,4,4,66042.52,126.7
4292,11,4,444,81,4,5,86390.3,10.16
4293,11,4,444,81,4,6,92756.83,6.96
4294,11,4,444,81,4,7,99194.68,21.12
4295,11,4,444,81,4,8,122035.51,3.61
4296,11,4,444,81,4,9,134984.79,6.54
4297,11,4,444,81,4,10,27189.66,9.92
4298,11,4,444,81,4,11,93029.86,30.93
4299,11,4,444,81,4,12,15783.2,5.4
4300,11,4,444,81,4,13,65061.08,6.02
4301,11,4,444,81,4,14,7543.6,26.28
4302,11,4,444,81,4,15,30027.52,50.69
4303,11,4,444,81,4,16,14430.54,9.99
4304,11,4,444,81,4,17,11963.82,28.87
4305,11,4,444,81,4,18,38979.21,13.68
4306,11,4,444,81,4,19,8636.14,3.76
4307,11,4,444,81,4,20,82649.71,12.5
4308,11,4,444,81,4,21,17395.09,14.49
4309,11,4,444,81,4,22,113228.51,18.63
4310,11,4,444,81,4,23,38735.96,51.23
4311,11,4,444,81,4,24,167436.84,3.68
4312,11,4,444,81,4,25,142794.31,17.42
4313,11,4,444,81,4,26,130760.76,12.19
4314,11,4,444,81,4,27,120894.23,3.0
4315,11,4,444,81,4,28,100815.58,7.53
4316,11,4,444,81,4,29,98780.48,3.65
4317,11,4,444,81,4,30,77859.64,4.31
4318,11,4,444,81,4,31,79447.22,15.26
4319,11,4,444,81,4,32,75860.27,7.18
4320,11,5,444,81,1,1,6586.69,14.36
4321,11,5,444,81,1,2,10749.9,23.57
4322,11,5,444,81,1,3,10291.99,3.59
4323,11,5,444,81,1,4,1571.55,21.26
4324,11,5,444,81,1,5,1903.67,2.58
4325,11,5,444,81,1,6,14637.46,46.42
4326,11,5,444,81,1,7,10643.36,29.76
4327,11,5,444,81,1,8,9666.65,4.54
4328,11,5,444,81,2,1,21879.89,7.9
4329,11,5,444,81,2,2,26739.37,33.31
4330,11,5,444,81,2,3,34170.88,1.53
4331,11,5,444,81,2,4,37204.8,2.47
4332,11,5,444,81,2,5,47664.89,12.8
4333,11,5,444,81,2,6,5183.74,6.26
4334,11,5,444,81,2,7,22140.98,81.54
4335,11,5,444,81,2,8,3954.26,2.17
4336,11,5,444,81,2,9,4244.82,7.36
4337,11,5,444,81,2,10,23323.31,24.68
4338,11,5,444,81,2,11,8675.85,2.32
4339,11,5,444,81,2,12,55936.29,17.04
4340,11,5,444,81,2,13,48360.11,12.9
4341,11,5,444,81,2,14,37098.9,25.52
4342,11,5,444,81,2,15,27465.69,3.53
4343,11,5,444,81,2,16,27558.66,2.88
4344,11,5,444,81,3,1,50373.95,9.11
4345,11,5,444,81,3,2,41618.35,22.49
4346,11,5,444,81,3,3,51182.79,20.07
4347,11,5,444,81,3,4,60399.5,7.69
4348,11,5,444,81,3,5,70473.86,13.96
4349,11,5,444,81,3,6,78330.07,22.27
4350,11,5,444,81,3,7,91185.21,51.46
4351,11,5,444,81,3,8,18371.2,19.74
4352,11,5,444,81,3,9,59594.85,15.4
4353,11,5,444,81,3,10,3654.8,15.24
4354,11,5,444,81,3,11,21852.86,43.01
4355,11,5,444,81,3,12,7790.14,2.97
4356,11,5,444,81,3,13,6891.97,13.97
4357,11,5,444,81,3,14,30002.5,6.75
4358,11,5,444,81,3,15,8537.56,15.15
4359,11,5,444,81,3,16,62520.75,8.89
4360,11,5,444,81,3,17,26430.79,11.45
4361,11,5,444,81,3,18,101530.24,12.74
4362,11,5,444,81,3,19,88396.04,10.22
4363,11,5,444,81,3,20,82733.12,11.47
4364,11,5,444,81,3,21,67334.51,6.01
4365,11,5,444,81,3,22,57294.78,5.4
4366,11,5,444,81,3,23,54747.0,57.05
4367,11,5,444,81,3,24,45606.78,6.29
4368,11,5,444,81,4,1,62659.68,66.45
4369,11,5,444,81,4,2,70375.53,4.72
4370,11,5,444,81,4,3,74170.46,13.74
4371,11,5,444,81,4,4,87269.86,19.55
4372,11,5,444,81,4,5,96141.64,11.75
4373,11,5,444,81,4,6,101859.94,4.82
4374,11,5,444,81,4,7,116122.34,14.38
4375,11,5,444,81,4,8,133033.67,16.28
4376,11,5,444,81,4,9,142537.04,36.68
4377,11,5,444,81,4,10,38353.09,8.91
4378,11,5,444,81,4,11,103841.43,2.7
4379,11,5,444,81,4,12,14348.59,25.45
4380,11,5,444,81,4,13,67217.4,22.61
4381,11,5,444,81,4,14,5013.93,10.6
4382,11,5,444,81,4,15,33425.45,7.12
4383,11,5,444,81,4,16,13513.67,5.54
4384,11,5,444,81,4,17,11293.39,26.08
4385,11,5,444,81,4,18,35381.38,5.71
4386,11,5,444,81,4,19,7638.57,4.4
4387,11,5,444,81,4,20,75478.82,8.52
4388,11,5,444,81,4,21,21125.07,11.11
4389,11,5,444,81,4,22,119384.33,19.66
4390,11,5,444,81,4,23,41667.21,3.33
4391,11,5,444,81,4,24,160496.29,18.01
4392,11,5,444,81,4,25,154525.88,5.46
4393,11,5,444,81,4,26,124665.83,12.63
4394,11,5,444,81,4,27,120261.17,4.77
4395,11,5,444,81,4,28,105579.83,16.74
4396,11,5,444,81,4,29,101553.23,42.5
4397,11,5,444,81,4,30,90465.89,4.0
4398,11,5,444,81,4,31,75407.68,9.56
4399,11,5,444,81,4,32,74706.65,2.96
4400,12,1,330,85,1,1,2632.05,28.3
4401,12,1,330,85,1,2,4563.3,3.16
4402,12,1,330,85,1,3,7757.6,5.43
4403,12,1,330,85,1,4,1890.49,5.77
4404,12,1,330,85,1,5,1301.06,57.07
4405,12,1,330,85,1,6,12582.89,16.91
4406,12,1,330,85,1,7,7202.94,17.41
4407,12,1,330,85,1,8,5593.13,26.31
4408,12,1,330,85,2,1,14419.39,58.57
4409,12,1,330,85,2,2,14687.42,27.6
4410,12,1,330,85,2,3,18406.2,4.54
4411,12,1,330,85,2,4,18998.37,30.64
4412,12,1,330,85,2,5,24080.63,11.62
4413,12,1,330,85,2,6,4292.4,26.15
4414,12,1,330,85,2,7,8392.02,72.36
4415,12,1,330,85,2,8,3202.78,4.39
4416,12,1,330,85,2,9,2604.29,41.43
4417,12,1,330,85,2,10,11659.19,24.58
4418,12,1,330,85,2,11,3577.01,8.18
4419,12,1,330,85,2,12,34715.74,1.54
4420,12,1,330,85,2,13,25442.19,3.21
4421,12,1,330,85,2,14,23788.12,27.1
4422,12,1,330,85,2,15,21118.47,5.47
4423,12,1,330,85,2,16,18457.64,1.8
4424,12,1,330,85,3,1,20551.46,39.84
4425,12,1,330,85,3,2,21477.15,33.19
4426,12,1,330,85,3,3,25600.76,26.25
4427,12,1,330,85,3,4,29920.18,10.08
4428,12,1,330,85,3,5,34566.55,6.51
4429,12,1,330,85,3,6,37705.07,3.5
4430,12,1,330,85,3,7,43051.47,190.27
4431,12,1,330,85,3,8,11374.88,31.97
4432,12,1,330,85,3,9,27446.85,6.22
4433,12,1,330,85,3,10,3373.19,20.36
4434,12,1,330,85,3,11,13117.12,7.51
4435,12,1,330,85,3,12,4306.71,14.07
4436,12,1,330,85,3,13,3398.81,3.01
4437,12,1,330,85,3,14,15531.18,2.87
4438,12,1,330,85,3,15,5090.86,0.45
4439,12,1,330,85,3,16,39217.1,37.96
4440,12,1,330,85,3,17,17169.65,12.41
4441,12,1,330,85,3,18,63991.95,3.75
4442,12,1,330,85,3,19,58486.64,67.38
4443,12,1,330,85,3,20,55345.37,4.55
4444,12,1,330,85,3,21,44465.74,4.38
4445,12,1,330,85,3,22,41852.83,19.26
4446,12,1,330,85,3,23,40475.65,5.49
4447,12,1,330,85,3,24,32651.82,17.8
4448,12,1,330,85,4,1,35872.29,101.05
4449,12,1,330,85,4,2,35802.25,20.5
4450,12,1,330,85,4,3,38480.31,58.03
4451,12,1,330,85,4,4,45142.94,39.54
4452,12,1,330,85,4,5,53043.03,17.3
4453,12,1,330,85,4,6,54553.99,308.3
4454,12,1,330,85,4,7,55701.4,4.1
4455,12,1,330,85,4,8,64365.02,34.04
4456,12,1,330,85,4,9,68570.33,89.44
4457,12,1,330,85,4,10,20665.25,19.08
4458,12,1,330,85,4,11,51383.08,74.4
4459,12,1,330,85,4,12,8253.84,21.36
4460,12,1,330,85,4,13,32631.75,54.62
4461,12,1,330,85,4,14,3198.6,11.79
4462,12,1,330,85,4,15,15443.53,22.97
4463,12,1,330,85,4,16,7219.62,14.99
4464,12,1,330,85,4,17,5829.93,18.58
4465,12,1,330,85,4,18,23694.16,28.98
4466,12,1,330,85,4,19,4113.01,13.88
4467,12,1,330,85,4,20,45225.63,6.66
4468,12,1,330,85,4,21,15188.1,18.51
4469,12,1,330,85,4,22,74405.31,8.61
4470,12,1,330,85,4,23,30332.44,37.91
4471,12,1,330,85,4,24,105490.1,14.17
4472,12,1,330,85,4,25,95509.56,17.99
4473,12,1,330,85,4,26,86162.77,12.89
4474,12,1,330,85,4,27,81876.27,6.04
4475,12,1,330,85,4,28,69360.07,9.05
4476,12,1,330,85,4,29,71808.25,25.63
4477,12,1,330,85,4,30,56739.34,3.33
4478,12,1,330,85,4,31,52433.84,14.56
4479,12,1,330,85,4,32,52473.65,1.91
4480,12,2,330,85,1,1,3588.73,70.11
4481,12,2,330,85,1,2,4209.87,2.62
4482,12,2,330,85,1,3,6312.35,23.83
4483,12,2,330,85,1,4,1124.85,198.97
4484,12,2,330,85,1,5,820.57,37.61
4485,12,2,330,85,1,6,10346.65,21.65
4486,12,2,330,85,1,7,6036.78,14.36
4487,12,2,330,85,1,8,6860.02,19.7
4488,12,2,330,85,2,1,10625.75,6.54
4489,12,2,330,85,2,2,13842.98,7.6
4490,12,2,330,85,2,3,17266.23,33.97
4491,12,2,330,85,2,4,23069.82,41.28
4492,12,2,330,85,2,5,24139.86,2.56
4493,12,2,330,85,2,6,2833.93,54.01
4494,12,2,330,85,2,7,10148.98,15.89
4495,12,2,330,85,2,8,1869.67,7.01
4496,12,2,330,85,2,9,1808.75,11.13
4497,12,2,330,85,2,10,12684.14,28.25
4498,12,2,330,85,2,11,4156.25,8.42
4499,12,2,330,85,2,12,30998.59,3.3
4500,12,2,330,85,2,13,28261.62,2.6
4501,12,2,330,85,2,14,25759.93,7.57
4502,12,2,330,85,2,15,20196.21,2.64
4503,12,2,330,85,2,16,18080.06,11.37
4504,12,2,330,85,3,1,26749.46,23.24
4505,12,2,330,85,3,2,29764.48,16.65
4506,12,2,330,85,3,3,29949.63,16.31
4507,12,2,330,85,3,4,37054.89,6.82
4508,12,2,330,85,3,5,39193.6,3.9
4509,12,2,330,85,3,6,46690.76,70.11
4510,12,2,330,85,3,7,48543.71,35.65
4511,12,2,330,85,3,8,8672.72,5.8
4512,12,2,330,85,3,9,29842.13,98.23
4513,12,2,330,85,3,10,2750.02,11.3
4514,12,2,330,85,3,11,12307.81,147.18
4515,12,2,330,85,3,12,4141.78,88.81
4516,12,2,330,85,3,13,3469.67,7.44
4517,12,2,330,85,3,14,16265.03,21.65
4518,12,2,330,85,3,15,6184.15,20.67
4519,12,2,330,85,3,16,36059.91,138.56
4520,12,2,330,85,3,17,15357.75,14.26
4521,12,2,330,85,3,18,63519.01,87.04
4522,12,2,330,85,3,19,57280.81,9.13
4523,12,2,330,85,3,20,48827.35,53.51
4524,12,2,330,85,3,21,43822.15,12.08
4525,12,2,330,85,3,22,41800.31,28.38
4526,12,2,330,85,3,23,36686.07,7.89
4527,12,2,330,85,3,24,34483.25,5.95
4528,12,2,330,85,4,1,44215.88,8.48
4529,12,2,330,85,4,2,43749.79,10.29
4530,12,2,330,85,4,3,50445.31,70.53
4531,12,2,330,85,4,4,54133.43,39.69
4532,12,2,330,85,4,5,51704.57,4.67
4533,12,2,330,85,4,6,66924.08,177.04
4534,12,2,330,85,4,7,64401.46,5.71
4535,12,2,330,85,4,8,69381.44,12.43
4536,12,2,330,85,4,9,83519.19,19.43
4537,12,2,330,85,4,10,25089.65,8.87
4538,12,2,330,85,4,11,64970.46,70.21
4539,12,2,330,85,4,12,10323.3,19.57
4540,12,2,330,85,4,13,35848.51,19.49
4541,12,2,330,85,4,14,2313.58,15.72
4542,12,2,330,85,4,15,15352.87,38.29
4543,12,2,330,85,4,16,7021.58,11.97
4544,12,2,330,85,4,17,4738.47,32.14
4545,12,2,330,85,4,18,23624.84,38.5
4546,12,2,330,85,4,19,4563.27,15.27
4547,12,2,330,85,4,20,44503.36,0.9
4548,12,2,330,85,4,21,12785.54,3.93
4549,12,2,330,85,4,22,69053.54,33.52
4550,12,2,330,85,4,23,30343.14,37.8
4551,12,2,330,85,4,24,104118.38,14.6
4552,12,2,330,85,4,25,95555.47,15.95
4553,12,2,330,85,4,26,84469.9,11.08
4554,12,2,330,85,4,27,75581.88,11.77
4555,12,2,330,85,4,28,76538.56,7.23
4556,12,2,330,85,4,29,69211.51,7.97
4557,12,2,330,85,4,30,59180.92,19.79
4558,12,2,330,85,4,31,55175.24,18.21
4559,12,2,330,85,4,32,46482.05,18.49
4560,12,3,330,85,1,1,3249.19,2.98
4561,12,3,330,85,1,2,6429.31,7.16
4562,12,3,330,85,1,3,8585.85,6.68
4563,12,3,330,85,1,4,1281.92,44.13
4564,12,3,330,85,1,5,1497.83,47.94
4565,12,3,330,85,1,6,9710.13,8.24
4566,12,3,330,85,1,7,7779.46,2.83
4567,12,3,330,85,1,8,5891.32,37.46
4568,12,3,330,85,2,1,15614.9,20.44
4569,12,3,330,85,2,2,17337.26,3.73
4570,12,3,330,85,2,3,17043.15,8.48
4571,12,3,330,85,2,4,25148.56,14.66
4572,12,3,330,85,2,5,27062.37,16.42
4573,12,3,330,85,2,6,3717.43,8.73
4574,12,3,330,85,2,7,10031.09,38.34
4575,12,3,330,85,2,8,1926.41,23.15
4576,12,3,330,85,2,9,2302.09,18.2
4577,12,3,330,85,2,10,12218.11,1.76
4578,12,3,330,85,2,11,7058.86,15.13
4579,12,3,330,85,2,12,35173.57,5.95
4580,12,3,330,85,2,13,28311.38,51.79
4581,12,3,330,85,2,14,19951.05,21.55
4582,12,3,330,85,2,15,18980.01,9.27
4583,12,3,330,85,2,16,18529.4,47.02
4584,12,3,330,85,3,1,24659.65,11.41
4585,12,3,330,85,3,2,30278.23,41.15
4586,12,3,330,85,3,3,33913.32,52.48
4587,12,3,330,85,3,4,37452.52,8.45
4588,12,3,330,85,3,5,40301.98,22.34
4589,12,3,330,85,3,6,43396.14,31.57
4590,12,3,330,85,3,7,53022.48,8.97
4591,12,3,330,85,3,8,11804.48,42.68
4592,12,3,330,85,3,9,28012.3,69.75
4593,12,3,330,85,3,10,2852.33,10.88
4594,12,3,330,85,3,11,14900.81,14.04
4595,12,3,330,85,3,12,4073.44,10.49
4596,12,3,330,85,3,13,3385.97,4.05
4597,12,3,330,85,3,14,16167.05,8.91
4598,12,3,330,85,3,15,5029.5,35.0
4599,12,3,330,85,3,16,36303.31,34.06
4600,12,3,330,85,3,17,15364.89,13.95
4601,12,3,330,85,3,18,62600.64,6.02
4602,12,3,330,85,3,19,63315.41,8.46
4603,12,3,330,85,3,20,51647.99,15.0
4604,12,3,330,85,3,21,50171.7,77.09
4605,12,3,330,85,3,22,45063.37,18.93
4606,12,3,330,85,3,23,35843.09,13.93
4607,12,3,330,85,3,24,31853.73,147.52
4608,12,3,330,85,4,1,34024.53,13.3
4609,12,3,330,85,4,2,43941.7,19.11
4610,12,3,330,85,4,3,44831.61,29.05
4611,12,3,330,85,4,4,52857.91,37.94
4612,12,3,330,85,4,5,56632.81,4.39
4613,12,3,330,85,4,6,70398.76,140.09
4614,12,3,330,85,4,7,69859.5,9.67
4615,12,3,330,85,4,8,77710.15,5.39
4616,12,3,330,85,4,9,76670.2,27.82
4617,12,3,330,85,4,10,24630.74,36.37
4618,12,3,330,85,4,11,60623.9,22.71
4619,12,3,330,85,4,12,10130.67,45.13
4620,12,3,330,85,4,13,32958.75,13.52
4621,12,3,330,85,4,14,2593.68,63.94
4622,12,3,330,85,4,15,17835.85,4.15
4623,12,3,330,85,4,16,6033.63,9.74
4624,12,3,330,85,4,17,5878.35,35.74
4625,12,3,330,85,4,18,20001.44,11.59
4626,12,3,330,85,4,19,3920.93,30.39
4627,12,3,330,85,4,20,45287.09,2.09
4628,12,3,330,85,4,21,13047.78,3.47
4629,12,3,330,85,4,22,72076.11,9.2
4630,12,3,330,85,4,23,32990.01,5.62
4631,12,3,330,85,4,24,102505.42,14.4
4632,12,3,330,85,4,25,95822.94,20.64
4633,12,3,330,85,4,26,88118.39,60.32
4634,12,3,330,85,4,27,86388.12,15.78
4635,12,3,330,85,4,28,71331.8,3.62
4636,12,3,330,85,4,29,69961.36,12.58
4637,12,3,330,85,4,30,61635.35,56.76
4638,12,3,330,85,4,31,58657.32,6.17
4639,12,3,330,85,4,32,53249.4,10.54
4640,12,4,330,85,1,1,5205.34,12.93
4641,12,4,330,85,1,2,6095.6,1.9
4642,12,4,330,85,1,3,10685.04,8.41
4643,12,4,330,85,1,4,1365.62,10.31
4644,12,4,330,85,1,5,1141.87,24.65
4645,12,4,330,85,1,6,8132.87,17.49
4646,12,4,330,85,1,7,5115.69,5.2
4647,12,4,330,85,1,8,4235.02,13.37
4648,12,4,330,85,2,1,13556.25,18.01
4649,12,4,330,85,2,2,20212.82,32.79
4650,12,4,330,85,2,3,20063.0,2.55
4651,12,4,330,85,2,4,20339.91,35.45
4652,12,4,330,85,2,5,28504.56,23.1
4653,12,4,330,85,2,6,3659.69,9.35
4654,12,4,330,85,2,7,10635.33,8.62
4655,12,4,330,85,2,8,2272.2,9.19
4656,12,4,330,85,2,9,2511.12,2.09
4657,12,4,330,85,2,10,10962.78,31.3
4658,12,4,330,85,2,11,5154.26,40.68
4659,12,4,330,85,2,12,32574.51,1.54
4660,12,4,330,85,2,13,24578.2,3.68
4661,12,4,330,85,2,14,21362.12,9.35
4662,12,4,330,85,2,15,18223.44,20.11
4663,12,4,330,85,2,16,13548.53,3.59
4664,12,4,330,85,3,1,22232.08,6.1
4665,12,4,330,85,3,2,28118.5,16.9
4666,12,4,330,85,3,3,32148.39,82.0
4667,12,4,330,85,3,4,35123.38,9.54
4668,12,4,330,85,3,5,39050.29,3.29
4669,12,4,330,85,3,6,45799.84,14.82
4670,12,4,330,85,3,7,50333.94,4.74
4671,12,4,330,85,3,8,12644.07,29.38
4672,12,4,330,85,3,9,28066.89,10.44
4673,12,4,330,85,3,10,3187.81,7.57
4674,12,4,330,85,3,11,13794.13,34.6
4675,12,4,330,85,3,12,3917.41,4.21
4676,12,4,330,85,3,13,4101.84,14.27
4677,12,4,330,85,3,14,14229.54,4.41
4678,12,4,330,85,3,15,2617.51,8.56
4679,12,4,330,85,3,16,35167.77,14.0
4680,12,4,330,85,3,17,13899.88,10.3
4681,12,4,330,85,3,18,56550.74,10.53
4682,12,4,330,85,3,19,47654.36,5.05
4683,12,4,330,85,3,20,43135.82,16.55
4684,12,4,330,85,3,21,41147.41,126.83
4685,12,4,330,85,3,22,41497.44,11.08
4686,12,4,330,85,3,23,28994.93,6.69
4687,12,4,330,85,3,24,29223.29,3.26
4688,12,4,330,85,4,1,35814.56,69.37
4689,12,4,330,85,4,2,37396.0,8.96
4690,12,4,330,85,4,3,43676.52,20.0
4691,12,4,330,85,4,4,43442.59,26.76
4692,12,4,330,85,4,5,52991.8,14.22
4693,12,4,330,85,4,6,58979.39,37.71
4694,12,4,330,85,4,7,61006.94,71.71
4695,12,4,330,85,4,8,68343.28,6.95
4696,12,4,330,85,4,9,79862.5,9.29
4697,12,4,330,85,4,10,25681.93,130.92
4698,12,4,330,85,4,11,52514.54,13.62
4699,12,4,330,85,4,12,12852.01,9.33
4700,12,4,330,85,4,13,35267.48,51.22
4701,12,4,330,85,4,14,4166.95,76.4
4702,12,4,330,85,4,15,16917.0,10.36
4703,12,4,330,85,4,16,6433.94,49.43
4704,12,4,330,85,4,17,5738.96,24.65
4705,12,4,330,85,4,18,16879.99,5.63
4706,12,4,330,85,4,19,3178.17,81.86
4707,12,4,330,85,4,20,39891.87,9.7
4708,12,4,330,85,4,21,10432.2,4.8
4709,12,4,330,85,4,22,64115.46,12.15
4710,12,4,330,85,4,23,25233.46,42.05
4711,12,4,330,85,4,24,94710.23,43.78
4712,12,4,330,85,4,25,95294.08,15.41
4713,12,4,330,85,4,26,77328.87,12.25
4714,12,4,330,85,4,27,70408.81,6.15
4715,12,4,330,85,4,28,66197.41,8.19
4716,12,4,330,85,4,29,60388.37,11.77
4717,12,4,330,85,4,30,53031.46,6.83
4718,12,4,330,85,4,31,48565.05,18.31
4719,12,4,330,85,4,32,45037.15,15.63
4720,12,5,330,85,1,1,6002.57,9.54
4721,12,5,330,85,1,2,7351.17,3.24
4722,12,5,330,85,1,3,9126.26,6.19
4723,12,5,330,85,1,4,1267.97,16.44
4724,12,5,330,85,1,5,1108.84,64.68
4725,12,5,330,85,1,6,7636.41,13.04
4726,12,5,330,85,1,7,5938.6,69.56
4727,12,5,330,85,1,8,2458.21,53.71
4728,12,5,330,85,2,1,15781.92,6.05
4729,12,5,330,85,2,2,18759.87,8.99
4730,12,5,330,85,2,3,26989.59,31.9
4731,12,5,330,85,2,4,28258.99,3.19
4732,12,5,330,85,2,5,32053.37,25.6
4733,12,5,330,85,2,6,4566.09,93.0
4734,12,5,330,85,2,7,13295.85,40.34
4735,12,5,330,85,2,8,1843.94,12.76
4736,12,5,330,85,2,9,2466.37,13.5
4737,12,5,330,85,2,10,11269.66,7.34
4738,12,5,330,85,2,11,2779.34,35.99
4739,12,5,330,85,2,12,27045.12,6.14
4740,12,5,330,85,2,13,24653.21,3.29
4741,12,5,330,85,2,14,19288.68,3.4
4742,12,5,330,85,2,15,14869.6,29.48
4743,12,5,330,85,2,16,16644.24,21.44
4744,12,5,330,85,3,1,38662.68,5.32
4745,12,5,330,85,3,2,32896.6,17.78
4746,12,5,330,85,3,3,37361.1,12.95
4747,12,5,330,85,3,4,41192.56,4.47
4748,12,5,330,85,3,5,43582.68,12.27
4749,12,5,330,85,3,6,52306.0,8.42
4750,12,5,330,85,3,7,62164.26,15.49
4751,12,5,330,85,3,8,13882.82,52.36
4752,12,5,330,85,3,9,36564.03,21.07
4753,12,5,330,85,3,10,4034.05,4.28
4754,12,5,330,85,3,11,15316.01,28.71
4755,12,5,330,85,3,12,3889.91,3.99
4756,12,5,330,85,3,13,4113.5,4.3
4757,12,5,330,85,3,14,16136.18,7.35
4758,12,5,330,85,3,15,2158.45,10.45
4759,12,5,330,85,3,16,37450.53,3.51
4760,12,5,330,85,3,17,13743.19,41.4
4761,12,5,330,85,3,18,65851.63,10.88
4762,12,5,330,85,3,19,50420.46,36.71
4763,12,5,330,85,3,20,49379.35,23.15
4764,12,5,330,85,3,21,45792.96,16.6
4765,12,5,330,85,3,22,30826.33,15.59
4766,12,5,330,85,3,23,34837.06,15.05
4767,12,5,330,85,3,24,29388.05,16.68
4768,12,5,330,85,4,1,51207.32,12.95
4769,12,5,330,85,4,2,49648.71,41.82
4770,12,5,330,85,4,3,57701.85,5.82
4771,12,5,330,85,4,4,53781.2,179.82
4772,12,5,330,85,4,5,61145.65,68.59
4773,12,5,330,85,4,6,61423.44,24.0
4774,12,5,330,85,4,7,67754.32,158.08
4775,12,5,330,85,4,8,73013.92,226.33
4776,12,5,330,85,4,9,80824.02,4.65
4777,12,5,330,85,4,10,29489.61,6.35
4778,12,5,330,85,4,11,64988.79,37.3
4779,12,5,330,85,4,12,11800.13,7.16
4780,12,5,330,85,4,13,40416.46,56.94
4781,12,5,330,85,4,14,6452.48,10.4
4782,12,5,330,85,4,15,19195.65,58.2
4783,12,5,330,85,4,16,5936.2,5.39
4784,12,5,330,85,4,17,5331.78,4.57
4785,12,5,330,85,4,18,18700.79,6.35
4786,12,5,330,85,4,19,2919.29,6.44
4787,12,5,330,85,4,20,39391.55,60.01
4788,12,5,330,85,4,21,8082.99,7.18
4789,12,5,330,85,4,22,68972.79,2.48
4790,12,5,330,85,4,23,26012.83,3.49
4791,12,5,330,85,4,24,96914.15,7.13
4792,12,5,330,85,4,25,84554.73,8.98
4793,12,5,330,85,4,26,79646.78,11.52
4794,12,5,330,85,4,27,74876.2,19.9
